Rank,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
247,Ish Smith,33,2TM,PG,65,1,1126,12.5,.465,.156,.056,2.4,11.1,6.8,31.5,2.0,1.8,15.0,20.1,-0.3,0.9,0.5,.023,-2.2,-0.6,-2.9,-0.2,,smithis01
248,Joe Ingles,34,UTA,SF,45,15,1122,10.0,.551,.789,.077,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.2,1.3,0.9,2.2,.094,-0.7,0.5,-0.3,0.5,,inglejo01
249,Garrett Temple,35,NOP,SG,59,16,1098,8.6,.494,.627,.139,2.9,11.8,7.2,9.2,1.9,2.0,11.8,13.9,-0.1,1.0,0.8,.037,-2.8,0.3,-2.5,-0.1,,templga01
250,Stanley Johnson,25,LAL,PF,48,27,1094,10.5,.564,.418,.295,3.4,11.9,7.6,9.8,1.9,1.1,11.0,12.5,0.9,0.9,1.8,.079,-2.8,0.1,-2.7,-0.2,,johnsst04
251,Kyrie Irving,29,BRK,PG,29,29,1091,21.4,.592,.388,.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,.147,4.2,-1.2,3.0,1.4,,irvinky01
252,Nassir Little,21,POR,SF,42,23,1088,13.5,.575,.489,.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,.076,-0.9,-0.6,-1.4,0.2,,littlna01
253,Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,11.7,.526,.509,.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,0.4,1.0,1.5,.066,-1.9,-0.4,-2.2,-0.1,,robinje02
254,JaMychal Green,31,DEN,PF,67,8,1085,14.1,.587,.379,.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,.118,-2.0,0.1,-1.8,0.0,,greenja01
255,Paul George,31,LAC,PF,31,31,1077,18.6,.538,.404,.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,.057,1.8,1.9,3.7,1.6,,georgpa01
256,Richaun Holmes,28,SAC,C,45,37,1074,17.8,.689,.017,.300,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,.145,-0.4,-0.1,-0.5,0.4,,holmeri01
257,Kenrich Williams,27,OKC,SF,49,0,1072,13.3,.532,.382,.174,7.1,14.1,10.5,15.3,2.0,0.9,11.9,15.6,0.8,1.0,1.8,.081,-1.3,1.1,-0.3,0.5,,willike04
258,Dewayne Dedmon,32,MIA,C,67,15,1065,15.9,.632,.162,.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2.0,3.5,.157,-2.2,1.1,-1.0,0.3,,dedmode01
259,Damian Lillard,31,POR,PG,29,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,.079,4.0,-2.7,1.3,0.9,,lillada01
260,Troy Brown Jr.,22,CHI,SF,66,7,1055,10.1,.525,.516,.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,.065,-1.7,-0.2,-1.8,0.1,,browntr01
261,LaMarcus Aldridge,36,BRK,C,47,12,1050,19.6,.604,.100,.223,7.8,18.7,13.4,6.3,0.6,4.0,8.0,22.4,2.1,1.0,3.1,.141,1.3,-0.6,0.7,0.7,,aldrila01
262,Larry Nance Jr.,29,2TM,PF,46,11,1040,14.4,.590,.283,.231,7.4,19.3,13.1,11.4,2.0,1.9,12.0,12.8,1.5,0.8,2.3,.104,-0.4,0.3,-0.1,0.5,,nancela02
263,Josh Green,21,DAL,SG,67,3,1039,11.9,.578,.305,.176,5.6,11.7,8.6,11.0,2.2,1.2,13.8,13.9,1.0,1.4,2.4,.111,-2.4,1.4,-1.0,0.3,,greenjo02
264,Rudy Gay,35,UTA,PF,55,1,1038,13.0,.539,.536,.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,.097,-0.7,-0.3,-1.0,0.3,,gayru01
265,DeAndre' Bembry,27,2TM,SF,56,20,1026,11.9,.601,.163,.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,1.1,1.1,2.2,.104,-2.2,1.5,-0.7,0.3,,bembrde01
266,Aaron Holiday,25,2TM,PG,63,15,1021,12.6,.544,.305,.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,.068,-1.9,0.3,-1.7,0.1,,holidaa01
267,Damian Jones,26,SAC,C,56,15,1017,18.3,.701,.109,.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,2.4,0.9,3.3,.156,-0.2,0.5,0.3,0.6,,jonesda03
268,Lamar Stevens,24,CLE,PF,63,13,1015,11.3,.544,.204,.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,0.4,1.2,1.6,.078,-3.2,0.3,-2.9,-0.2,,stevela01
269,Cam Reddish,22,2TM,SF,49,7,1012,12.8,.543,.451,.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,0.2,0.8,1.0,.046,-1.0,-0.3,-1.3,0.2,,reddica01
270,Donte DiVincenzo,25,2TM,SG,42,1,1006,11.3,.510,.649,.247,4.3,14.0,9.1,16.1,2.3,0.7,16.2,18.9,-0.1,0.9,0.7,.035,-1.8,-0.5,-2.3,-0.1,,divindo01
271,Wesley Matthews,35,MIL,SG,49,14,1002,6.9,.536,.714,.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,.056,-3.0,-0.3,-3.3,-0.3,,matthwe02
272,Payton Pritchard,24,BOS,PG,71,2,1001,15.0,.578,.657,.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,.148,1.7,0.1,1.8,1.0,,pritcpa01
273,Juan Toscano-Anderson,28,GSW,SF,73,6,994,11.0,.561,.370,.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,0.3,1.8,2.0,.098,-3.3,2.4,-0.8,0.3,,toscaju01
274,Onyeka Okongwu,21,ATL,C,48,6,992,19.8,.714,.000,.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,3.1,1.1,4.2,.202,0.0,0.8,0.8,0.7,,okongon01
275,Khem Birch,29,TOR,C,55,28,991,13.2,.534,.070,.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,.126,-1.7,0.4,-1.3,0.2,,birchkh01
276,Kessler Edwards,21,BRK,SF,48,23,987,8.3,.516,.509,.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,.031,-3.1,-0.8,-3.8,-0.5,,edwarke02
277,Dean Wade,25,CLE,PF,51,28,980,10.1,.584,.654,.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,.111,-1.9,1.3,-0.6,0.4,,wadede01
278,Daniel Theis,29,2TM,C,47,27,977,13.2,.595,.368,.247,6.6,18.8,12.7,6.3,1.0,2.9,12.5,16.2,0.9,1.0,1.9,.093,-1.9,-0.2,-2.1,0.0,,theisda01
279,Jaylen Nowell,22,MIN,SG,62,1,975,16.8,.581,.387,.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,2.1,0.7,2.8,.138,1.5,-0.7,0.8,0.7,,nowelja01
280,Nic Claxton,22,BRK,C,47,19,974,18.6,.672,.000,.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,2.3,1.2,3.5,.171,0.3,0.2,0.5,0.6,,claxtni01
281,Dwight Howard,36,LAL,C,60,27,971,18.2,.657,.068,.667,13.1,26.3,19.7,5.0,1.7,3.3,14.2,14.6,2.2,1.3,3.5,.174,-0.2,0.0,-0.2,0.4,,howardw01
282,Ricky Rubio,31,CLE,PG,34,8,970,14.0,.488,.423,.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,-0.1,1.4,1.3,.064,-1.0,1.2,0.2,0.5,,rubiori01
283,Duane Washington Jr.,21,IND,PG,48,7,968,10.2,.521,.504,.143,0.5,9.3,4.8,13.0,1.3,0.3,11.2,22.6,-0.2,0.2,0.0,-0.002,-1.9,-2.8,-4.7,-0.7,,washidu02
284,Joshua Primo,19,SAS,SF,50,16,965,7.1,.487,.507,.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,-0.6,0.6,0.0,.001,-3.8,-1.1,-5.0,-0.7,,primojo01
285,Moritz Wagner,24,ORL,C,63,3,960,18.1,.623,.508,.326,4.6,21.0,12.8,15.4,1.0,1.2,11.0,22.9,1.8,1.0,2.8,.138,1.5,0.1,1.6,0.9,,wagnemo01
286,Blake Griffin,32,BRK,C,56,24,958,13.7,.518,.463,.243,7.0,18.6,13.0,15.0,1.4,1.3,8.2,16.9,1.2,0.9,2.1,.106,-0.6,0.1,-0.5,0.3,,griffbl01
287,Keita Bates-Diop,26,SAS,SF,59,14,956,12.4,.578,.209,.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1.0,1.6,.080,-2.1,-0.5,-2.6,-0.1,,bateske01
288,Isaiah Roby,23,OKC,PF,45,28,948,18.3,.607,.307,.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,1.8,1.1,2.9,.147,0.4,0.2,0.6,0.6,,robyis01
289,Kemba Walker,31,NYK,PG,37,37,948,13.9,.537,.538,.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1.0,0.9,1.8,.093,0.7,-0.2,0.4,0.6,,walkeke02
290,Taj Gibson,36,NYK,C,52,4,946,12.0,.606,.229,.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,1.4,1.2,2.7,.135,-3.0,1.0,-2.0,0.0,,gibsota01
291,Rui Hachimura,23,WAS,PF,42,13,943,14.9,.579,.323,.173,3.0,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,.073,0.2,-1.7,-1.4,0.1,,hachiru01
292,Klay Thompson,31,GSW,SG,32,32,941,16.7,.547,.517,.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,.091,2.6,-1.6,1.1,0.7,,thompkl01
293,Jeremy Lamb,29,2TM,SF,56,0,935,13.3,.521,.490,.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,0.6,0.6,1.2,.063,-0.4,-0.5,-0.8,0.3,,lambje01
294,Jalen Smith,21,2TM,PF,51,8,925,18.4,.595,.349,.291,12.0,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,.145,0.9,-1.4,-0.5,0.3,,smithja04
295,Théo Maledon,20,OKC,PG,51,7,908,10.6,.500,.473,.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,.015,-3.7,-0.7,-4.4,-0.6,,maledth01
296,Tomáš Satoranský,30,3TM,SG,55,13,906,10.2,.461,.277,.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,0.5,0.6,1.0,.055,-3.3,-0.3,-3.7,-0.4,,satorto01
297,Jevon Carter,26,2TM,PG,66,3,905,9.6,.531,.672,.071,1.7,11.2,6.6,14.0,1.3,1.4,11.5,14.0,0.5,0.7,1.2,.062,-1.8,-0.4,-2.2,-0.1,,carteje01
298,Jordan McLaughlin,25,MIN,PG,62,3,902,13.4,.535,.425,.200,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,.123,-1.2,1.6,0.4,0.6,,mclaujo01
299,Derrick Jones Jr.,24,CHI,PF,51,8,899,13.0,.633,.313,.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,1.4,0.8,2.2,.119,-1.5,0.5,-0.9,0.2,,jonesde02
300,Tristan Thompson,30,3TM,C,57,6,897,14.9,.541,.011,.434,14.7,20.8,17.7,5.5,1.2,2.0,12.4,17.5,0.9,0.8,1.6,.087,-1.6,-1.5,-3.1,-0.3,,thomptr01
301,Jalen McDaniels,24,CHO,SF,55,2,895,12.7,.595,.425,.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,1.0,0.7,1.7,.093,-1.9,-0.4,-2.3,-0.1,,mcdanja01
302,Dillon Brooks,26,MEM,SF,32,31,885,15.5,.515,.283,.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,0.7,0.9,1.6,.087,-1.0,-0.8,-1.8,0.0,,brookdi01
303,D.J. Augustin,34,2TM,PG,55,2,883,9.7,.610,.739,.194,1.4,7.0,4.2,16.8,0.9,0.1,18.9,14.3,0.7,0.1,0.8,.043,-1.2,-2.4,-3.6,-0.4,,augusdj01
304,Serge Ibaka,32,2TM,C,54,12,877,14.4,.579,.334,.149,7.7,22.2,15.1,8.4,0.6,3.3,12.0,17.8,0.8,1.1,2.0,.108,-1.3,-0.2,-1.5,0.1,,ibakase01
305,Trendon Watford,21,POR,SF,48,10,869,15.8,.590,.142,.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,.104,-1.4,-0.4,-1.7,0.1,,watfotr01
306,Trey Murphy III,21,NOP,SF,62,1,864,12.5,.558,.671,.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,.104,0.2,-1.4,-1.2,0.2,,murphtr02
307,Maurice Harkless,28,SAC,SF,47,24,863,7.7,.561,.558,.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,-0.1,0.6,0.5,.026,-3.7,0.4,-3.3,-0.3,,harklma01
308,Thaddeus Young,33,2TM,PF,52,1,845,17.0,.548,.176,.180,9.8,16.8,13.1,17.7,3.1,2.0,15.0,17.4,0.9,1.3,2.2,.126,0.1,2.1,2.2,0.9,,youngth01
309,Armoni Brooks,23,2TM,SG,54,11,844,8.4,.483,.862,.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,.014,-2.6,-1.3,-3.9,-0.4,,brookar01
310,Willy Hernangómez,27,NOP,C,50,8,839,22.2,.582,.037,.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,2.2,0.9,3.2,.180,1.8,-1.5,0.2,0.5,,hernawi01
311,Jose Alvarado,23,NOP,PG,54,1,834,16.4,.520,.374,.180,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,1.0,1.1,2.1,.121,-0.5,2.4,1.9,0.8,,alvarjo01
312,Josh Jackson,24,2TM,SF,51,3,830,9.5,.491,.433,.257,2.6,16.4,9.2,10.0,1.5,2.4,12.3,19.7,-0.7,0.7,0.0,.001,-4.1,-0.4,-4.5,-0.5,,jacksjo02
313,Tony Snell,30,2TM,SG,53,12,823,6.3,.541,.749,.023,2.1,12.0,6.9,4.7,1.0,1.1,9.9,10.1,0.2,0.2,0.4,.023,-3.4,-0.8,-4.2,-0.5,,snellto01
314,Lance Stephenson,31,2TM,SG,46,1,814,13.6,.536,.279,.248,1.6,16.0,8.7,30.2,1.4,0.4,16.7,22.6,0.4,0.4,0.8,.048,-1.6,-1.6,-3.2,-0.2,,stephla01
315,Wayne Ellington,34,LAL,SG,43,9,810,9.9,.593,.890,.046,1.3,8.9,5.1,5.0,1.4,0.5,7.3,13.8,0.6,0.4,1.0,.062,-0.7,-0.6,-1.4,0.1,,ellinwa01
316,Dāvis Bertāns,29,2TM,PF,56,0,807,9.4,.531,.836,.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,0.2,0.7,0.9,.053,-1.7,-0.9,-2.6,-0.1,,bertada01
317,Ty Jerome,24,OKC,SG,48,4,801,11.3,.488,.567,.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,0.0,0.5,0.5,.032,-2.2,-0.2,-2.3,-0.1,,jeromty01
318,Lou Williams,35,ATL,PG,56,0,799,12.1,.500,.319,.244,2.2,9.7,6.0,18.6,1.7,0.3,10.8,21.7,0.2,0.4,0.6,.034,-2.0,-1.4,-3.4,-0.3,,willilo02
319,Quentin Grimes,21,NYK,SG,46,6,786,10.7,.565,.804,.081,3.2,9.8,6.4,8.5,2.0,1.4,10.3,15.1,0.6,0.9,1.4,.087,-1.2,0.9,-0.3,0.3,,grimequ01
320,Justise Winslow,25,2TM,PF,48,11,774,13.1,.479,.257,.257,7.0,20.9,14.0,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,.048,-2.7,1.0,-1.7,0.1,,winslju01
321,Romeo Langford,22,2TM,SG,48,5,771,9.2,.520,.445,.220,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1.0,1.3,.082,-2.3,1.0,-1.4,0.1,,langfro01
322,Trent Forrest,23,UTA,PG,60,6,765,10.9,.554,.174,.310,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,0.5,0.8,1.3,.084,-2.3,1.2,-1.0,0.2,,forretr01
323,Kelly Olynyk,30,DET,C,40,1,764,16.7,.561,.416,.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,0.8,0.8,1.6,.104,0.5,1.0,1.6,0.7,,olynyke01
324,Brandon Boston Jr.,20,LAC,SG,51,0,760,11.2,.481,.342,.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,.026,-3.0,-0.4,-3.3,-0.3,,bostobr01
325,Rodney McGruder,30,DET,SG,51,2,754,11.6,.577,.649,.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,.075,-0.7,-0.7,-1.4,0.1,,mcgruro01
326,Eric Paschall,25,UTA,PF,58,3,736,13.9,.612,.460,.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,1.4,0.5,2.0,.128,0.5,-1.0,-0.5,0.3,,pascher01
327,Naji Marshall,24,NOP,SF,55,4,735,12.3,.505,.390,.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,0.0,0.7,0.8,.050,-2.7,-0.5,-3.2,-0.2,,marshna01
328,Goga Bitadze,22,IND,C,50,16,729,18.0,.595,.317,.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,1.3,0.6,1.9,.122,-0.2,-0.6,-0.8,0.2,,bitadgo01
329,Danuel House Jr.,28,3TM,SF,42,7,727,10.6,.555,.591,.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,0.4,0.7,1.0,.068,-1.3,0.2,-1.1,0.2,,houseda01
330,DeMarcus Cousins,31,2TM,C,48,7,718,18.2,.567,.377,.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,0.3,1.3,1.6,.104,-1.8,0.2,-1.6,0.1,,couside01
331,Svi Mykhailiuk,24,TOR,SF,56,5,716,9.6,.509,.573,.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,.052,-2.7,-0.2,-2.9,-0.2,,mykhasv01
332,Terry Taylor,22,IND,PF,33,7,714,19.0,.656,.173,.232,14.6,12.2,13.4,8.6,1.0,1.0,8.7,15.9,2.2,0.2,2.4,.160,2.1,-2.8,-0.6,0.2,,taylote01
333,Rodney Hood,29,2TM,SF,52,0,709,7.2,.493,.580,.121,2.3,9.1,5.8,6.9,1.0,0.8,6.2,10.7,0.2,0.5,0.7,.048,-3.0,-0.3,-3.3,-0.2,,hoodro01
334,Omer Yurtseven,23,MIA,C,56,12,706,17.4,.546,.045,.247,13.9,33.0,23.6,11.0,1.2,3.0,13.0,19.9,0.8,1.4,2.1,.145,-1.4,0.4,-1.0,0.2,,yurtsom01
335,Xavier Tillman Sr.,23,MEM,PF,53,2,701,15.1,.510,.227,.329,9.6,14.5,12.0,11.6,3.3,1.9,12.1,16.4,0.6,1.2,1.8,.121,-1.1,1.8,0.7,0.5,,tillmxa01
336,Zeke Nnaji,21,DEN,PF,41,1,698,13.5,.629,.430,.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,.123,-0.7,-1.6,-2.2,0.0,,nnajize01
337,Keon Johnson,19,2TM,SG,37,12,697,8.7,.453,.368,.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,-0.8,0.4,-0.5,-0.031,-4.0,-2.0,-5.9,-0.7,,johnske07
338,Rajon Rondo,35,2TM,PG,39,1,697,10.9,.496,.500,.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,-0.1,0.8,0.7,.048,-2.4,0.7,-1.7,0.1,,rondora01
339,Dalano Banton,22,TOR,PG,64,1,696,10.0,.463,.252,.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,.030,-3.5,0.4,-3.1,-0.2,,bantoda01
340,Vít Krejčí,21,OKC,SG,30,8,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,.042,-4.3,-1.0,-5.3,-0.6,,krejcvi01
341,Frank Ntilikina,23,DAL,SG,58,5,685,10.4,.513,.498,.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,0.1,0.9,0.9,.065,-2.8,0.9,-1.9,0.0,,ntilila01
342,Timothé Luwawu-Cabarrot,26,ATL,SF,52,18,685,9.3,.556,.656,.220,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,.061,-2.3,-1.0,-3.3,-0.2,,luwawti01
343,Davon Reed,26,DEN,SG,48,5,668,12.2,.624,.534,.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,0.9,0.7,1.6,.117,-0.6,0.3,-0.3,0.3,,reedda01
344,Derrick Favors,30,OKC,C,39,18,653,13.6,.534,.088,.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,.105,-2.3,0.3,-2.1,0.0,,favorde01
345,T.J. McConnell,29,IND,PG,27,8,652,15.1,.525,.159,.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1.0,0.4,1.3,.098,-0.4,1.4,0.9,0.5,,mccontj01
346,Greg Brown III,20,POR,SF,48,6,640,11.0,.515,.321,.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-0.1,0.5,0.4,.029,-4.0,-0.7,-4.7,-0.4,,browngr01
347,Brandon Williams,22,POR,PG,24,16,640,11.0,.476,.376,.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,,willibr03
348,Dennis Smith Jr.,24,POR,PG,37,4,638,13.2,.474,.143,.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,-0.1,0.5,0.4,.031,-2.8,1.2,-1.7,0.1,,smithde03
349,Derrick Rose,33,NYK,PG,26,4,636,16.9,.541,.336,.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,0.8,0.7,1.4,.108,2.3,0.0,2.3,0.7,,rosede01
350,Sterling Brown,26,DAL,SG,49,3,628,8.4,.495,.594,.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,-0.1,0.9,0.8,.061,-3.4,0.5,-2.9,-0.1,,brownst02
351,DeAndre Jordan,33,2TM,C,48,20,622,17.2,.641,.000,.280,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,0.9,1.0,1.9,.145,-1.5,0.1,-1.4,0.1,,jordade01
352,Alex Len,28,SAC,C,39,10,620,13.1,.577,.119,.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,0.4,0.5,0.9,.070,-3.2,0.3,-2.9,-0.1,,lenal01
353,Robin Lopez,33,ORL,C,36,9,612,13.7,.570,.030,.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,.064,-2.4,-1.4,-3.8,-0.3,,lopezro01
354,Isaiah Joe,22,PHI,SG,55,1,609,7.7,.519,.763,.175,1.1,9.0,5.1,8.1,1.1,0.4,9.1,15.5,0.0,0.4,0.4,.035,-3.1,-1.5,-4.6,-0.4,,joeis01
355,David Nwaba,29,HOU,SF,46,4,609,15.3,.567,.278,.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,0.8,0.5,1.3,.105,-0.6,0.0,-0.6,0.2,,nwabada01
356,Moses Moody,19,GSW,SG,52,11,607,10.5,.573,.601,.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,.101,-1.4,-1.1,-2.5,-0.1,,moodymo01
357,Saben Lee,22,DET,PG,37,0,604,13.8,.499,.339,.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,.073,-1.9,1.5,-0.4,0.2,,leesa01
358,Andre Iguodala,38,GSW,SF,31,0,603,12.3,.478,.612,.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,0.5,1.1,1.6,.125,-0.9,3.7,2.7,0.7,,iguodan01
359,Mike Muscala,30,OKC,C,43,0,592,19.7,.630,.657,.230,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,.170,3.8,1.2,5.0,1.1,,muscami01
360,Jock Landale,26,SAS,C,54,1,589,16.0,.597,.436,.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,1.0,0.4,1.5,.121,0.7,-1.1,-0.4,0.2,,landajo01
361,Aaron Nesmith,22,BOS,SF,52,3,574,7.3,.507,.632,.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,.038,-4.9,0.7,-4.3,-0.3,,nesmiaa01
362,Keifer Sykes,28,IND,PG,32,11,566,5.9,.456,.474,.089,1.5,7.4,4.4,14.9,1.0,0.6,14.3,17.4,-0.5,0.1,-0.5,-0.040,-4.4,-2.4,-6.9,-0.7,,sykeske01
363,Nerlens Noel,27,NYK,C,25,11,562,11.8,.581,.050,.500,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1.0,1.5,.128,-3.1,3.3,0.3,0.3,,noelne01
364,Jericho Sims,23,NYK,PF,41,5,555,11.6,.674,.000,.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,0.7,0.8,1.5,.128,-2.8,1.1,-1.7,0.0,,simsje01
365,Tony Bradley,24,CHI,C,55,7,549,14.9,.600,.000,.236,13.8,24.3,19.1,6.7,0.9,5.2,20.0,13.6,0.6,0.7,1.3,.112,-2.0,0.2,-1.8,0.0,,bradlto01
366,Elfrid Payton,27,PHO,PG,50,1,549,7.9,.397,.103,.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,-1.0,0.8,-0.2,-0.014,-4.6,1.2,-3.5,-0.2,,paytoel01
367,Kent Bazemore,32,LAL,SF,39,14,545,6.0,.451,.576,.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,-0.4,0.5,0.1,.006,-5.1,0.8,-4.3,-0.3,,bazemke01
368,Isaiah Jackson,20,IND,C,36,15,541,20.5,.607,.078,.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,0.7,0.7,1.4,.126,-1.6,0.0,-1.6,0.0,,jacksis01
369,Malachi Flynn,23,TOR,PG,44,5,537,11.7,.488,.492,.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,.092,-1.8,0.4,-1.5,0.1,,flynnma01
370,Ignas Brazdeikis,23,ORL,SF,42,1,536,10.2,.520,.463,.170,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,0.2,0.3,0.5,.041,-2.7,-1.6,-4.3,-0.3,,brazdig01
