Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
226,Moussa Diabaté,23,CHO,C,71,8,1241,6.6,11.1,.596,0.0,0.2,.000,6.6,10.9,.609,.596,2.7,4.6,.595,7.4,9.9,17.4,2.2,1.8,1.6,2.4,4.3,16.0,122,113,,diabamo01
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,6.2,13.6,.455,2.2,6.4,.341,4.0,7.2,.557,.536,1.8,2.2,.836,4.3,8.0,12.3,3.4,1.5,0.3,2.0,3.1,16.3,117,120,,robinje02
228,Simone Fontecchio,29,DET,SF,75,0,1237,5.8,14.5,.402,3.0,8.8,.335,2.9,5.7,.507,.504,2.7,3.3,.833,2.0,6.3,8.4,2.5,1.2,0.5,2.1,3.7,17.3,109,115,,fontesi01
229,Cole Anthony,24,ORL,PG,67,22,1234,9.3,22.0,.424,3.1,8.8,.353,6.2,13.2,.471,.494,3.8,4.6,.823,1.9,6.4,8.3,7.7,1.8,1.3,4.2,6.1,25.5,106,110,,anthoco01
230,Ben Sheppard,23,IND,SG,63,9,1228,4.7,11.2,.418,2.7,7.8,.342,2.0,3.4,.591,.537,0.9,1.1,.889,1.7,5.2,6.9,3.3,1.5,0.5,0.9,4.9,13.0,119,116,,sheppbe01
231,Daniel Gafford,26,DAL,C,57,31,1226,11.2,15.9,.702,0.0,0.0,,11.2,15.9,.702,.702,5.3,7.7,.689,6.1,9.2,15.3,3.2,0.9,4.0,2.6,6.0,27.7,137,113,,gaffoda01
232,John Collins,27,UTA,PF,40,31,1220,11.0,20.9,.527,2.3,5.8,.399,8.7,15.1,.577,.583,5.5,6.5,.848,3.5,9.4,12.9,3.1,1.5,1.6,4.1,4.6,29.8,116,118,,collijo01
233,Caleb Martin,29,2TM,SF,45,24,1218,5.2,12.3,.424,1.5,4.2,.359,3.7,8.1,.458,.485,2.5,3.9,.622,2.1,5.0,7.1,3.8,1.9,0.9,2.3,3.5,14.3,105,119,,martica02
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,11.5,23.8,.483,4.3,10.4,.412,7.2,13.4,.537,.572,6.7,8.2,.809,2.8,9.0,11.8,3.6,1.3,2.6,2.2,4.8,33.9,125,109,,porzikr01
235,Brandon Clarke,28,MEM,PF,64,18,1207,9.1,14.6,.621,0.0,0.7,.059,9.1,14.0,.647,.622,2.3,3.4,.701,4.9,7.7,12.6,2.5,2.0,1.4,1.6,5.6,20.6,131,112,,clarkbr01
236,Deandre Ayton,26,POR,C,40,40,1206,10.7,18.9,.566,0.2,1.3,.188,10.4,17.6,.594,.573,1.6,2.4,.667,5.0,11.4,16.4,2.6,1.2,1.6,2.8,3.5,23.2,115,112,,aytonde01
237,Jarace Walker,21,IND,PF,75,5,1187,6.9,14.6,.472,3.0,7.5,.405,3.8,7.1,.543,.576,1.9,2.8,.667,1.0,8.3,9.3,4.5,2.2,1.0,3.2,4.7,18.7,106,112,,walkeja02
238,Kawhi Leonard,33,LAC,SF,37,37,1180,12.9,26.0,.498,3.3,7.9,.411,9.7,18.1,.536,.560,4.1,5.0,.810,1.5,7.7,9.1,4.8,2.5,0.7,3.0,2.3,33.2,114,109,,leonaka01
239,Clint Capela,30,ATL,C,55,41,1176,8.7,15.5,.559,0.0,0.0,.000,8.7,15.5,.560,.559,2.1,3.9,.536,6.9,11.7,18.7,2.5,1.4,2.1,1.9,4.2,19.4,120,113,,capelca01
240,Cody Martin,29,2TM,SF,53,8,1173,5.7,13.6,.418,1.8,6.3,.285,3.9,7.3,.534,.485,1.8,2.6,.705,2.2,7.2,9.4,4.4,2.4,1.3,2.1,4.0,15.0,106,115,,martico01
241,Mark Williams,23,CHO,C,44,41,1171,11.3,18.8,.604,0.0,0.2,.000,11.3,18.6,.609,.604,5.5,6.8,.804,5.5,13.2,18.8,4.6,1.3,2.3,3.0,4.4,28.2,127,111,,willima07
242,Precious Achiuwa,25,NYK,C,57,10,1170,7.0,13.9,.502,0.4,1.5,.278,6.5,12.3,.529,.517,1.7,2.9,.594,4.3,9.2,13.4,2.3,2.0,1.8,1.9,3.4,16.1,112,111,,achiupr01
243,Nikola Jović,21,MIA,PF,46,10,1156,7.4,16.3,.456,3.4,9.1,.371,4.1,7.2,.563,.560,3.1,3.8,.828,1.1,6.6,7.8,5.7,1.6,0.6,2.6,3.5,21.3,115,114,,jovicni01
244,Justin Edwards,21,PHI,SF,44,26,1155,7.3,16.1,.455,2.9,8.1,.363,4.4,8.0,.548,.546,1.4,2.0,.696,2.0,4.4,6.3,2.9,1.9,0.7,2.1,4.2,19.0,109,120,,edwarju01
245,Vít Krejčí,24,ATL,PG,57,16,1153,5.9,11.8,.497,3.7,8.4,.437,2.2,3.5,.640,.651,1.3,1.8,.711,0.9,5.4,6.3,6.0,1.5,1.1,2.0,4.3,16.7,127,117,,krejcvi01
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,11.0,24.2,.454,2.0,6.4,.305,9.0,17.7,.508,.495,6.7,10.0,.668,2.4,6.8,9.2,4.4,1.6,0.9,3.0,3.8,30.6,108,112,,kuminjo01
247,Kevon Looney,28,GSW,C,76,6,1142,6.1,11.8,.514,0.1,0.2,.400,6.0,11.6,.516,.518,2.4,4.2,.566,7.9,11.8,19.7,5.0,2.0,1.6,1.7,6.6,14.7,128,108,,looneke01
248,Kenrich Williams,30,OKC,PF,69,7,1132,7.3,15.0,.483,2.8,7.3,.386,4.5,7.8,.574,.576,1.2,1.7,.718,2.8,7.5,10.2,4.1,1.8,0.4,1.7,4.7,18.5,122,109,,willike04
249,Julian Phillips,21,CHI,SF,79,5,1123,5.3,11.9,.446,2.1,6.4,.327,3.2,5.6,.582,.533,2.5,3.2,.789,2.8,4.2,7.0,1.6,1.6,0.8,1.1,4.5,15.2,118,117,,phillju01
250,Aaron Nesmith,25,IND,SF,45,37,1123,8.2,16.2,.507,3.6,8.3,.431,4.6,7.9,.587,.617,3.1,3.4,.913,1.6,6.0,7.6,2.3,1.5,0.7,1.6,4.9,23.2,124,116,,nesmiaa01
251,Dalano Banton,25,POR,PG,67,7,1120,8.6,22.0,.391,3.1,9.6,.324,5.5,12.4,.442,.462,3.9,5.4,.728,1.3,4.6,5.9,6.9,1.9,1.5,3.7,2.5,24.3,103,115,,bantoda01
252,Ben Simmons,28,2TM,PG,51,24,1120,5.1,9.9,.520,0.0,0.0,,5.1,9.9,.520,.520,1.1,1.5,.727,2.1,8.6,10.7,12.6,1.7,1.0,4.5,4.7,11.3,110,113,,simmobe01
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,6.9,17.2,.405,2.8,8.1,.349,4.1,9.0,.454,.487,2.9,3.6,.795,2.6,4.4,7.0,3.5,1.9,0.4,2.2,4.1,19.6,108,116,,walteja01
254,Jaxson Hayes,24,LAL,C,56,35,1093,7.2,10.0,.722,0.0,0.1,.000,7.2,9.9,.732,.722,2.7,4.4,.622,3.5,8.6,12.1,2.6,1.4,2.3,1.9,6.1,17.2,135,112,,hayesja02
255,Cameron Payne,30,NYK,PG,72,5,1090,8.1,20.3,.401,4.2,11.7,.363,3.9,8.6,.453,.506,2.2,2.5,.907,0.6,4.1,4.7,9.2,1.8,0.7,2.4,5.1,22.8,115,116,,payneca01
256,Jonathan Isaac,27,ORL,PF,71,1,1090,6.1,14.8,.414,1.8,6.9,.258,4.4,7.9,.549,.474,3.3,4.9,.682,5.5,8.9,14.4,1.8,2.8,3.7,1.5,4.1,17.4,113,103,,isaacjo01
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,5.4,13.4,.405,2.5,7.5,.335,2.9,5.8,.496,.500,1.1,1.4,.800,1.7,4.5,6.2,2.4,1.2,1.1,1.6,4.5,14.5,105,119,,jeffrda01
258,Jusuf Nurkić,30,2TM,C,51,32,1063,7.8,16.3,.477,1.5,4.9,.305,6.3,11.5,.551,.523,3.9,5.9,.664,3.9,14.5,18.5,5.3,1.9,1.6,4.5,6.0,21.0,105,112,,nurkiju01
259,Seth Curry,34,CHO,SG,68,14,1062,7.6,15.9,.478,3.8,8.4,.456,3.8,7.5,.503,.599,1.5,1.8,.846,1.1,4.1,5.2,2.8,1.3,0.3,1.5,2.7,20.6,120,120,,curryse01
260,Cody Williams,20,UTA,SG,50,21,1060,3.8,11.6,.323,1.6,6.1,.259,2.2,5.5,.393,.391,1.3,1.8,.725,1.2,3.9,5.1,2.7,1.0,0.7,2.0,4.3,10.4,89,123,,willico04
261,Isaac Okoro,24,CLE,SG,55,22,1053,5.7,12.2,.464,2.6,6.9,.371,3.1,5.3,.586,.569,1.5,2.1,.717,2.2,3.7,5.9,3.1,1.5,0.7,1.1,4.8,15.4,125,115,,okorois01
262,Oso Ighodaro,22,PHO,PF,61,6,1045,5.3,8.9,.604,0.0,0.1,.000,5.3,8.8,.611,.604,1.4,2.4,.580,3.1,7.4,10.5,3.4,1.3,1.4,1.8,4.8,12.1,121,119,,ighodos01
263,Jared Butler,24,2TM,SG,60,17,1044,9.5,21.1,.448,2.8,7.9,.355,6.7,13.2,.504,.514,3.5,4.2,.824,1.2,4.0,5.1,10.3,2.0,0.6,3.7,4.5,25.2,112,120,,butleja02
264,Jamison Battle,23,TOR,SF,59,10,1042,6.9,16.0,.429,4.9,12.0,.405,2.0,4.1,.500,.581,0.7,0.8,.889,1.7,5.6,7.3,2.4,0.8,0.5,1.2,4.3,19.4,118,118,,battlja01
265,Noah Clowney,20,BRK,PF,46,20,1042,6.4,17.8,.358,4.2,12.5,.333,2.2,5.3,.414,.474,3.2,3.8,.838,2.1,6.6,8.6,1.9,1.1,1.0,2.2,5.0,20.1,102,117,,clownno01
266,Alex Caruso,30,OKC,SG,54,3,1041,6.5,14.5,.446,2.8,7.8,.353,3.7,6.6,.556,.541,1.9,2.4,.824,1.8,5.6,7.3,6.3,4.0,1.4,1.7,4.7,17.6,122,104,6MOY-8,carusal01
267,Kris Murray,24,POR,SF,69,6,1040,5.5,13.0,.419,1.3,5.6,.225,4.2,7.4,.566,.468,1.2,2.7,.456,3.6,5.0,8.5,3.2,1.6,0.8,2.0,3.1,13.4,103,116,,murrakr01
268,Dejounte Murray,28,NOP,PG,31,31,1012,9.3,23.6,.393,2.5,8.3,.299,6.8,15.3,.444,.445,4.9,5.9,.823,0.8,8.8,9.6,10.9,3.0,0.6,5.1,2.9,25.9,101,116,,murrade01
269,Jalen Suggs,23,ORL,PG,35,35,1002,9.8,24.0,.410,3.8,12.1,.314,6.0,11.9,.506,.489,4.8,5.5,.882,1.1,5.9,7.0,6.4,2.5,1.6,5.1,4.9,28.3,101,108,,suggsja01
270,Kyle Anderson,31,2TM,PF,61,4,1002,7.0,14.9,.469,1.2,3.4,.357,5.7,11.4,.502,.510,2.4,3.2,.738,2.6,7.5,10.1,7.1,2.0,1.6,1.8,4.0,17.5,119,111,,anderky01
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,8.1,18.6,.436,2.4,6.8,.350,5.7,11.8,.485,.500,3.3,4.1,.788,1.4,5.2,6.5,4.5,2.6,0.4,2.5,3.6,21.9,107,120,,bostobr01
272,Dalen Terry,22,CHI,SG,73,5,987,5.7,12.7,.448,1.7,4.9,.356,3.9,7.8,.506,.517,2.3,3.3,.710,1.8,4.1,5.9,4.6,2.1,0.7,2.5,5.4,15.4,108,116,,terryda01
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,4.6,9.7,.477,1.5,3.7,.395,3.2,6.0,.529,.553,0.6,1.2,.500,3.2,5.8,9.0,4.1,1.7,0.7,2.9,5.6,11.3,107,114,,jacksan01
274,Zach Collins,27,2TM,PF,64,12,977,7.4,14.6,.507,1.6,5.1,.302,5.9,9.5,.617,.560,3.3,3.8,.885,4.9,9.0,14.0,5.4,1.4,1.4,2.9,6.4,19.7,122,115,,colliza01
275,Trayce Jackson-Davis,24,GSW,C,62,37,967,8.8,15.2,.576,0.0,0.2,.000,8.8,15.0,.582,.576,3.0,5.1,.578,6.1,9.5,15.6,5.2,1.2,1.9,2.3,3.7,20.5,125,111,,jackstr02
276,Thomas Bryant,27,2TM,C,66,8,963,8.2,16.1,.508,2.4,7.4,.324,5.8,8.7,.665,.583,2.8,3.2,.859,4.2,8.4,12.6,2.7,1.4,2.1,1.5,3.8,21.5,125,113,,bryanth01
277,Jalen Smith,24,CHI,C,64,2,962,9.2,19.8,.466,3.5,10.8,.324,5.7,9.0,.634,.554,3.5,4.3,.809,4.3,13.0,17.3,3.2,0.8,2.1,1.8,4.6,25.4,120,112,,smithja04
278,Jordan Clarkson,32,UTA,SG,37,9,962,10.0,24.6,.408,4.2,11.6,.362,5.8,13.0,.448,.493,5.7,7.1,.797,1.2,4.6,5.9,6.9,1.5,0.4,4.3,2.6,29.9,107,122,,clarkjo01
279,Gary Payton II,32,GSW,SG,62,11,927,9.0,15.6,.574,1.6,5.0,.326,7.3,10.7,.690,.626,1.4,2.0,.711,2.8,6.9,9.7,4.4,2.7,0.9,2.0,5.7,21.0,124,110,,paytoga02
280,Brandon Miller,22,CHO,SF,27,27,924,10.5,26.1,.403,5.5,15.6,.355,5.0,10.5,.475,.509,3.6,4.2,.861,1.3,5.6,7.0,5.2,1.5,1.1,4.0,3.9,30.2,104,117,,millebr02
281,Bruce Brown,28,2TM,PG,41,12,922,6.8,16.2,.421,1.4,4.2,.333,5.4,11.9,.452,.464,2.8,3.4,.815,2.1,6.5,8.6,4.4,1.8,0.5,2.0,3.7,17.8,107,118,,brownbr01
282,Immanuel Quickley,25,TOR,PG,33,33,918,9.6,23.0,.420,4.5,11.8,.378,5.2,11.2,.465,.517,5.8,6.7,.867,0.8,5.3,6.1,10.0,1.2,0.2,3.0,3.2,29.6,119,117,,quickim01
283,Trendon Watford,24,BRK,PF,44,6,913,8.9,19.1,.469,1.6,4.8,.330,7.4,14.3,.515,.510,5.1,6.7,.762,2.0,6.7,8.7,6.3,1.5,0.7,4.5,5.2,24.5,105,116,,watfotr01
284,KJ Martin,24,2TM,PF,43,16,912,5.9,10.7,.552,0.8,3.1,.259,5.1,7.6,.671,.590,2.0,2.5,.787,1.6,5.1,6.7,2.6,0.9,1.2,1.3,5.4,14.6,124,122,,martike04
285,Jaden Hardy,22,DAL,SG,57,3,907,9.6,22.1,.435,4.1,10.5,.386,5.5,11.6,.479,.527,3.2,4.6,.698,0.5,4.3,4.7,4.3,1.5,0.3,4.4,4.8,26.5,99,119,,hardyja02
286,Day'Ron Sharpe,23,BRK,C,50,2,907,9.1,17.4,.521,0.6,2.5,.244,8.5,14.9,.566,.538,3.1,4.1,.757,8.2,9.9,18.1,5.0,2.3,2.3,3.5,6.2,21.8,117,111,,sharpda01
287,Adem Bona,21,PHI,C,58,11,905,7.4,10.5,.703,0.0,0.1,.000,7.4,10.4,.707,.703,3.6,5.4,.670,5.0,8.3,13.3,1.5,1.4,3.8,3.3,6.8,18.4,123,115,,bonaad01
288,Tre Jones,25,2TM,PG,46,9,905,6.7,12.5,.538,1.0,2.5,.396,5.7,10.0,.574,.578,2.9,3.5,.821,1.6,4.5,6.1,10.1,1.9,0.5,1.8,2.9,17.3,134,118,,jonestr01
289,Jaden Ivey,22,DET,SG,30,30,898,10.2,22.1,.460,3.4,8.2,.409,6.8,13.9,.490,.536,4.6,6.2,.733,2.1,4.5,6.6,6.4,1.5,0.6,4.8,3.6,28.3,108,115,,iveyja01
290,Kelly Olynyk,33,2TM,C,44,22,891,7.3,14.5,.500,1.8,4.3,.418,5.5,10.2,.534,.562,4.5,5.9,.769,3.4,7.8,11.2,6.9,1.8,1.0,4.1,6.7,20.8,115,116,,olynyke01
291,Chet Holmgren,22,OKC,C,32,32,877,9.1,18.7,.490,2.4,6.3,.379,6.7,12.3,.547,.554,5.5,7.3,.754,2.6,11.4,14.1,3.4,1.3,3.9,3.1,3.9,26.2,116,103,,holmgch01
292,Neemias Queta,25,BOS,C,62,6,863,7.7,11.8,.650,0.0,0.2,.000,7.7,11.6,.660,.650,2.7,3.5,.754,5.2,8.5,13.7,2.6,1.0,2.4,2.3,6.2,18.0,132,110,,quetane01
293,Alec Burks,33,MIA,SG,49,14,863,6.6,15.7,.424,5.1,12.0,.425,1.6,3.7,.422,.587,2.2,2.8,.776,0.9,6.3,7.2,3.2,1.6,0.4,1.7,2.1,20.6,117,114,,burksal01
294,Chris Boucher,32,TOR,PF,50,0,862,10.2,20.7,.492,3.9,10.8,.363,6.3,9.9,.633,.586,3.8,4.9,.782,3.9,8.6,12.5,1.8,1.3,1.4,1.6,3.8,28.0,123,114,,bouchch01
295,Zion Williamson,24,NOP,PF,30,30,857,16.3,28.7,.567,0.2,0.7,.231,16.1,28.0,.576,.570,8.9,13.6,.656,4.3,7.9,12.2,9.0,2.1,1.5,5.1,4.6,41.7,117,118,,willizi01
296,Khris Middleton,33,2TM,SF,37,21,843,9.1,19.2,.475,2.7,7.6,.361,6.4,11.6,.549,.546,4.1,4.8,.857,0.7,7.1,7.8,8.6,2.0,0.5,3.2,4.3,25.1,117,115,,middlkh01
297,KJ Simpson,22,CHO,PG,36,15,842,6.1,17.6,.346,1.9,7.6,.254,4.1,10.0,.415,.400,2.4,2.9,.820,2.3,4.1,6.4,6.5,2.0,0.4,3.3,3.3,16.5,95,118,,simpskj01
298,Shake Milton,28,2TM,SG,57,2,837,6.8,15.0,.453,2.2,6.3,.358,4.6,8.8,.520,.528,2.8,3.5,.797,1.8,4.3,6.2,6.0,1.5,0.2,2.4,4.0,18.6,115,118,,miltosh01
299,Dereck Lively II,20,DAL,C,36,29,833,7.8,11.1,.702,0.0,0.0,,7.8,11.1,.702,.702,2.7,4.2,.630,6.0,9.6,15.7,4.9,1.2,3.3,2.4,5.8,18.2,138,113,,livelde01
300,Garrison Mathews,28,ATL,SG,47,2,830,5.7,14.5,.397,4.8,12.3,.390,1.0,2.2,.436,.562,3.6,4.4,.821,0.7,4.2,4.9,3.4,1.5,0.8,1.7,4.6,19.9,119,118,,mathega01
301,Cam Whitmore,20,HOU,SF,51,3,827,10.5,23.7,.444,3.8,10.8,.355,6.7,12.9,.518,.525,3.2,4.2,.750,2.1,6.8,8.9,2.9,1.8,0.8,2.7,2.6,28.1,112,111,,whitmca01
302,Ryan Rollins,22,MIL,PG,56,19,820,7.8,16.0,.487,2.9,7.1,.408,4.9,8.9,.550,.577,2.1,2.7,.800,1.2,5.1,6.4,6.1,2.5,1.0,3.1,5.2,20.6,113,112,,rolliry01
303,Marcus Sasser,24,DET,PG,57,1,811,8.1,17.6,.463,3.4,9.0,.382,4.7,8.5,.549,.561,2.5,3.0,.843,1.1,3.0,4.1,7.9,2.2,0.2,3.2,4.3,22.2,117,115,,sassema01
304,Steven Adams,31,HOU,C,58,3,794,5.6,10.2,.545,0.0,0.1,.000,5.6,10.1,.552,.545,2.6,5.7,.462,10.2,9.9,20.0,4.0,1.3,1.7,3.3,3.7,13.8,118,109,,adamsst01
305,Aaron Holiday,28,HOU,PG,62,3,792,7.2,16.5,.437,4.4,11.1,.398,2.8,5.3,.517,.571,2.1,2.5,.829,0.8,4.0,4.8,5.1,1.2,0.7,2.3,3.9,20.9,121,114,,holidaa01
306,Karlo Matković,23,NOP,PF,42,7,791,8.3,14.4,.574,1.3,4.0,.318,7.0,10.3,.675,.619,2.1,2.7,.773,3.9,8.9,12.8,2.8,1.3,2.5,2.6,6.5,19.9,120,117,,matkoka01
307,Caleb Houstan,22,ORL,SF,58,6,788,5.1,12.0,.421,4.1,10.1,.400,1.0,1.9,.533,.589,1.0,1.1,.882,1.2,3.5,4.8,2.2,1.4,0.4,0.8,3.9,15.1,123,114,,houstca01
308,Vasilije Micić,31,2TM,PG,41,16,785,6.0,17.1,.348,2.8,7.8,.360,3.1,9.3,.338,.430,2.1,2.6,.829,1.3,4.3,5.6,8.0,0.9,0.0,4.8,2.8,16.9,92,121,,micicva01
309,Jaylin Williams,22,OKC,PF,47,9,784,5.9,13.5,.439,3.7,9.4,.399,2.2,4.2,.529,.577,1.4,1.8,.767,2.9,13.1,16.0,7.3,1.3,1.8,2.1,4.8,17.0,127,104,,willija07
310,Pelle Larsson,23,MIA,SG,55,8,782,5.7,12.9,.438,2.0,6.1,.337,3.6,6.9,.528,.517,2.6,3.9,.672,1.8,4.1,5.9,4.1,2.0,0.4,1.5,5.8,16.0,114,114,,larsspe01
311,Cam Thomas,23,BRK,SG,25,23,781,12.7,28.9,.438,4.3,12.4,.349,8.4,16.5,.506,.513,8.5,9.6,.881,1.0,4.3,5.3,6.0,1.0,0.1,4.0,2.8,38.2,111,120,,thomaca02
312,Lindy Waters III,27,2TM,SG,52,9,778,5.7,15.5,.369,4.0,11.6,.344,1.7,3.9,.444,.498,0.5,0.7,.727,1.2,5.6,6.9,3.2,1.7,0.7,1.2,3.9,16.0,107,113,,waterli01
313,Lonzo Ball,27,CHI,PG,35,14,777,5.3,14.6,.366,4.0,11.7,.344,1.3,2.9,.458,.504,1.3,1.6,.815,1.5,5.6,7.1,6.9,2.8,1.0,2.5,3.3,16.0,110,113,,balllo01
314,Orlando Robinson,24,2TM,C,44,8,770,7.3,16.3,.444,1.1,3.3,.327,6.2,13.1,.474,.477,3.4,4.4,.771,5.6,8.2,13.8,4.8,1.1,1.0,3.1,6.3,19.0,110,115,,robinor01
315,Eric Gordon,36,PHI,SG,39,13,768,5.6,13.1,.426,3.6,8.8,.409,2.0,4.3,.463,.564,2.3,3.1,.750,0.5,2.4,3.0,4.2,1.7,0.8,1.8,2.1,17.1,116,122,,gordoer01
316,Gui Santos,22,GSW,PF,56,2,762,5.2,11.4,.458,2.2,6.6,.330,3.1,4.9,.632,.553,1.9,2.7,.690,4.6,6.4,11.0,5.1,1.6,0.6,2.7,5.8,14.5,118,113,,santogu01
317,Landry Shamet,27,NYK,SG,50,0,762,6.9,15.0,.461,4.0,10.2,.397,2.9,4.8,.595,.596,0.8,1.2,.667,0.7,3.3,4.0,1.8,1.5,0.1,1.4,3.4,18.6,114,118,,shamela01
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,7.5,19.1,.391,4.4,12.8,.345,3.0,6.3,.485,.507,1.8,2.2,.800,1.4,4.3,5.7,4.8,1.2,0.4,3.3,2.7,21.1,103,123,,mykhasv01
319,Andre Drummond,31,PHI,C,40,23,751,7.7,15.4,.500,0.2,1.3,.150,7.5,14.0,.533,.506,3.7,5.9,.622,7.2,13.2,20.4,2.2,2.6,1.2,3.6,6.2,19.2,108,112,,drumman01
320,Jabari Walker,22,POR,PF,60,1,749,7.7,14.9,.515,1.8,4.7,.389,5.8,10.2,.573,.576,3.2,4.6,.690,3.8,9.9,13.7,2.4,2.1,0.4,2.2,5.6,20.3,120,112,,walkeja01
321,Jay Huff,26,MEM,C,64,2,748,9.8,19.0,.515,5.0,12.4,.405,4.7,6.5,.724,.648,2.7,3.5,.786,1.9,6.2,8.0,2.4,1.0,3.5,2.1,4.8,27.3,126,112,,huffja01
322,Drew Eubanks,27,2TM,C,61,4,746,7.4,12.6,.593,0.2,0.4,.500,7.2,12.2,.596,.601,3.0,4.6,.662,3.9,10.7,14.6,3.5,0.8,2.5,2.7,4.1,18.1,120,115,,eubandr01
323,Talen Horton-Tucker,24,CHI,SG,58,0,724,8.6,18.8,.457,2.6,7.9,.336,5.9,10.9,.544,.527,4.6,6.3,.735,1.2,5.2,6.4,5.4,1.4,0.7,2.6,3.8,24.4,112,117,,hortota01
324,Gary Harris,30,ORL,SG,48,3,711,3.6,9.3,.383,2.5,7.1,.356,1.1,2.2,.469,.519,0.5,0.8,.583,1.4,3.1,4.5,2.1,1.8,0.8,1.2,3.2,10.2,107,112,,harriga01
325,Micah Potter,26,UTA,C,38,10,705,3.9,9.2,.422,2.1,6.7,.316,1.8,2.5,.703,.537,1.2,1.4,.850,2.9,8.2,11.2,2.1,1.0,1.0,2.1,3.4,11.0,110,121,,pottemi01
326,Jett Howard,21,ORL,SF,60,0,701,7.0,18.7,.374,3.9,13.3,.296,3.1,5.4,.566,.479,1.1,1.6,.696,1.4,3.6,5.0,3.1,0.9,0.8,2.6,4.8,19.0,97,114,,howarje01
327,DeAndre Jordan,36,DEN,C,56,5,691,6.3,9.7,.650,0.0,0.0,,6.3,9.7,.650,.650,1.9,4.5,.422,5.8,13.9,19.8,3.7,1.1,1.9,2.8,5.1,14.5,121,112,,jordade01
328,Quinten Post,24,GSW,PF,42,14,686,8.7,19.4,.449,5.2,12.7,.408,3.5,6.7,.526,.582,1.5,1.9,.778,2.5,8.0,10.5,4.0,1.1,1.3,2.3,5.9,24.1,116,112,,postqu01
329,Blake Wesley,21,SAS,SG,58,0,683,5.7,13.2,.435,1.2,4.1,.293,4.5,9.1,.500,.481,2.7,4.3,.623,1.2,3.1,4.3,8.1,2.6,0.4,3.8,3.3,15.4,102,118,,weslebl01
330,Sandro Mamukelashvili,25,SAS,PF,61,0,681,10.0,19.9,.502,4.3,11.4,.373,5.7,8.5,.675,.609,3.1,4.1,.741,4.4,8.9,13.3,3.4,1.6,1.2,1.8,4.3,27.3,126,116,,mamuksa01
331,Marcus Smart,30,2TM,PG,34,7,680,7.0,17.7,.393,3.4,9.7,.348,3.6,8.0,.448,.488,3.7,4.9,.761,1.2,3.7,5.0,7.5,2.7,0.6,3.7,3.7,21.0,107,116,,smartma01
332,Jalen Pickett,25,DEN,SG,49,4,666,5.6,13.0,.428,2.9,7.3,.396,2.7,5.7,.468,.539,0.4,0.6,.750,1.1,4.0,5.1,7.7,1.4,0.4,1.7,2.7,14.4,120,119,,pickeja02
333,Tosan Evbuomwan,23,BRK,SF,28,0,665,7.0,16.5,.427,1.8,5.8,.312,5.2,10.7,.490,.482,4.1,5.5,.753,2.4,6.6,9.0,4.1,1.8,0.7,2.9,4.1,20.0,105,116,,evbuoto01
334,Antonio Reeves,24,NOP,SG,44,6,660,8.3,18.2,.456,3.7,9.5,.395,4.6,8.7,.521,.558,2.1,2.6,.800,1.3,3.3,4.6,2.9,1.5,0.3,2.2,2.9,22.4,111,123,,reevean01
335,Kyle Lowry,38,PHI,PG,35,12,659,3.1,8.8,.350,2.2,6.6,.330,0.9,2.2,.414,.474,2.0,2.5,.818,0.8,4.2,5.0,7.2,2.5,0.8,1.6,4.6,10.3,119,118,,lowryky01
336,Reed Sheppard,20,HOU,PG,52,3,654,6.3,17.8,.351,3.6,10.6,.338,2.7,7.2,.371,.452,1.0,1.2,.813,1.2,4.6,5.8,5.6,2.6,1.3,2.8,3.9,17.0,101,110,,sheppre01
337,Herbert Jones,26,NOP,SF,20,20,648,5.6,12.9,.436,1.6,5.4,.306,4.0,7.5,.530,.500,2.5,3.0,.825,1.6,4.2,5.8,4.9,2.8,0.7,2.6,4.9,15.3,108,119,,joneshe01
338,AJ Johnson,20,2TM,SG,29,11,639,6.1,15.9,.385,1.8,6.7,.267,4.3,9.2,.472,.441,2.4,2.8,.865,0.6,3.8,4.4,5.7,0.9,0.2,2.6,3.7,16.4,98,123,,johnsaj01
339,Maxi Kleber,33,DAL,PF,34,4,637,2.8,7.3,.385,1.0,3.7,.265,1.8,3.6,.511,.453,1.2,1.6,.762,1.9,5.3,7.2,3.3,0.7,1.3,1.7,5.0,7.8,104,119,,klebima01
340,Delon Wright,32,2TM,PG,40,7,635,3.5,10.1,.344,1.5,5.6,.274,1.9,4.5,.431,.420,1.2,1.9,.600,2.1,3.0,5.1,5.9,2.7,0.9,1.7,1.9,9.6,105,114,,wrighde01
341,Jericho Sims,26,2TM,C,53,5,632,3.5,5.5,.634,0.0,0.0,,3.5,5.5,.634,.634,0.6,1.0,.615,5.5,9.8,15.3,2.6,0.8,1.5,2.6,5.1,7.6,121,113,,simsje01
